timestamp,device_id,speed,v1,v3,bearing_temp,oil_pressure,current
2026-09-17T11:21:16+08:00,FJ-01,1479,2.1,1.9,55.8,0.24,214.8
2026-09-17T11:22:16+08:00,FJ-01,1479,2.1,1.9,55.5,0.24,216.9
2026-09-17T11:23:16+08:00,FJ-01,1480,2.2,1.9,55.1,0.24,217.1
2026-09-17T11:24:16+08:00,FJ-01,1479,2.1,2.0,54.9,0.24,216.4
2026-09-17T11:25:16+08:00,FJ-01,1480,2.1,2.0,55.6,0.24,215.1
2026-09-17T11:26:16+08:00,FJ-01,1479,2.1,1.9,55.3,0.24,216.7
2026-09-17T11:27:16+08:00,FJ-01,1480,2.1,2.0,55.1,0.24,215.8
2026-09-17T11:28:16+08:00,FJ-01,1479,2.2,2.0,55.6,0.24,216.4
2026-09-17T11:29:16+08:00,FJ-01,1479,2.1,1.9,55.7,0.24,217.9
2026-09-17T11:30:16+08:00,FJ-01,1478,2.1,2.0,56.1,0.24,216.7
2026-09-17T11:31:16+08:00,FJ-01,1480,2.1,1.9,55.3,0.24,214.9
2026-09-17T11:32:16+08:00,FJ-01,1479,2.2,1.9,55.8,0.24,217.9
2026-09-17T11:33:16+08:00,FJ-01,1480,2.1,1.9,55.2,0.24,215.6
2026-09-17T11:34:16+08:00,FJ-01,1479,2.2,1.9,55.4,0.23,215.2
2026-09-17T11:35:16+08:00,FJ-01,1479,2.2,2.0,55.5,0.24,216.2
2026-09-17T11:36:16+08:00,FJ-01,1480,2.2,2.0,55.1,0.24,216.3
2026-09-17T11:37:16+08:00,FJ-01,1480,2.1,2.0,55.4,0.24,216.1
2026-09-17T11:38:16+08:00,FJ-01,1479,2.1,1.9,56.1,0.24,216.6
2026-09-17T11:39:16+08:00,FJ-01,1477,2.2,2.0,55.3,0.24,216.0
2026-09-17T11:40:16+08:00,FJ-01,1480,2.1,1.9,56.1,0.24,215.7
2026-09-17T11:41:16+08:00,FJ-01,1479,2.1,2.0,55.0,0.24,216.0
2026-09-17T11:42:16+08:00,FJ-01,1481,2.2,2.0,55.0,0.24,216.3
2026-09-17T11:43:16+08:00,FJ-01,1480,2.1,2.0,55.7,0.24,216.6
2026-09-17T11:44:16+08:00,FJ-01,1479,2.1,1.9,55.6,0.24,217.6
2026-09-17T11:45:16+08:00,FJ-01,1479,2.2,1.9,55.4,0.24,216.7
2026-09-17T11:46:16+08:00,FJ-01,1480,2.1,1.9,55.7,0.24,216.4
2026-09-17T11:47:16+08:00,FJ-01,1478,2.2,2.0,55.8,0.24,216.5
2026-09-17T11:48:16+08:00,FJ-01,1479,2.2,2.0,55.4,0.24,217.2
2026-09-17T11:49:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.23,216.3
2026-09-17T11:50:16+08:00,FJ-01,1479,2.1,2.0,55.8,0.24,216.5
2026-09-17T11:51:16+08:00,FJ-01,1479,2.1,2.0,55.5,0.24,216.5
2026-09-17T11:52:16+08:00,FJ-01,1479,2.1,2.0,55.9,0.24,216.3
2026-09-17T11:53:16+08:00,FJ-01,1479,2.2,1.9,55.8,0.24,216.0
2026-09-17T11:54:16+08:00,FJ-01,1481,2.2,2.0,55.3,0.24,215.7
2026-09-17T11:55:16+08:00,FJ-01,1478,2.2,1.9,55.6,0.23,217.6
2026-09-17T11:56:16+08:00,FJ-01,1479,2.2,1.9,55.6,0.25,215.4
2026-09-17T11:57:16+08:00,FJ-01,1478,2.1,2.0,55.8,0.24,215.8
2026-09-17T11:58:16+08:00,FJ-01,1478,2.1,2.0,55.7,0.23,216.0
2026-09-17T11:59:16+08:00,FJ-01,1480,2.2,2.0,55.6,0.24,215.4
2026-09-17T12:00:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.24,215.4
2026-09-17T12:01:16+08:00,FJ-01,1478,2.2,1.9,55.4,0.24,217.3
2026-09-17T12:02:16+08:00,FJ-01,1479,2.2,1.9,55.2,0.24,217.3
2026-09-17T12:03:16+08:00,FJ-01,1480,2.2,2.1,55.5,0.24,216.3
2026-09-17T12:04:16+08:00,FJ-01,1479,2.2,2.0,55.0,0.24,216.4
2026-09-17T12:05:16+08:00,FJ-01,1480,2.1,1.9,54.8,0.24,216.0
2026-09-17T12:06:16+08:00,FJ-01,1479,2.1,1.9,54.7,0.24,216.4
2026-09-17T12:07:16+08:00,FJ-01,1480,2.2,1.9,56.1,0.24,215.5
2026-09-17T12:08:16+08:00,FJ-01,1479,2.1,1.9,55.6,0.24,215.8
2026-09-17T12:09:16+08:00,FJ-01,1478,2.2,2.0,55.5,0.24,215.6
2026-09-17T12:10:16+08:00,FJ-01,1479,2.1,1.9,55.6,0.25,216.8
2026-09-17T12:11:16+08:00,FJ-01,1480,2.1,2.0,55.1,0.24,216.4
2026-09-17T12:12:16+08:00,FJ-01,1478,2.2,2.0,54.8,0.24,215.7
2026-09-17T12:13:16+08:00,FJ-01,1479,2.2,2.0,54.7,0.24,216.7
2026-09-17T12:14:16+08:00,FJ-01,1480,2.2,2.0,54.7,0.24,214.5
2026-09-17T12:15:16+08:00,FJ-01,1480,2.2,1.9,56.3,0.24,214.6
2026-09-17T12:16:16+08:00,FJ-01,1479,2.1,2.0,55.3,0.24,214.9
2026-09-17T12:17:16+08:00,FJ-01,1479,2.2,1.9,55.6,0.24,215.5
2026-09-17T12:18:16+08:00,FJ-01,1480,2.2,1.9,56.2,0.24,215.9
2026-09-17T12:19:16+08:00,FJ-01,1479,2.1,2.0,55.5,0.24,215.9
2026-09-17T12:20:16+08:00,FJ-01,1480,2.1,2.0,55.5,0.24,216.6
2026-09-17T12:21:16+08:00,FJ-01,1479,2.1,1.9,55.2,0.24,216.8
2026-09-17T12:22:16+08:00,FJ-01,1479,2.2,2.0,55.5,0.24,215.8
2026-09-17T12:23:16+08:00,FJ-01,1479,2.1,1.9,55.7,0.24,215.5
2026-09-17T12:24:16+08:00,FJ-01,1478,2.2,1.9,55.2,0.24,216.9
2026-09-17T12:25:16+08:00,FJ-01,1478,2.2,2.0,55.8,0.24,215.6
2026-09-17T12:26:16+08:00,FJ-01,1480,2.1,1.9,56.0,0.24,216.1
2026-09-17T12:27:16+08:00,FJ-01,1478,2.2,1.9,55.2,0.24,216.3
2026-09-17T12:28:16+08:00,FJ-01,1477,2.2,2.0,55.3,0.24,216.6
2026-09-17T12:29:16+08:00,FJ-01,1479,2.1,2.0,54.9,0.24,215.6
2026-09-17T12:30:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.24,215.8
2026-09-17T12:31:16+08:00,FJ-01,1478,2.2,2.0,56.1,0.24,216.1
2026-09-17T12:32:16+08:00,FJ-01,1479,2.2,2.0,54.9,0.24,216.6
2026-09-17T12:33:16+08:00,FJ-01,1480,2.2,1.9,55.5,0.24,217.7
2026-09-17T12:34:16+08:00,FJ-01,1478,2.2,1.9,54.5,0.23,215.0
2026-09-17T12:35:16+08:00,FJ-01,1480,2.1,1.9,55.1,0.24,215.2
2026-09-17T12:36:16+08:00,FJ-01,1480,2.1,1.9,55.6,0.24,217.2
2026-09-17T12:37:16+08:00,FJ-01,1479,2.1,1.9,55.3,0.24,216.4
